instance_id,n,scenario,time_scratch_sec,time_warm_sec,iter_scratch,iter_warm,speedup,status_scratch,status_warm
80,38,capacity,0.0006637000005866867,6.540000140375923e-05,23,3,10.14831783395859,optimal,optimal
80,38,value,0.0006867000010970514,4.3799998820759356e-05,20,2,15.678082638933418,optimal,optimal
80,38,volume,0.00048070000048028305,9.870000030787196e-05,21,2,4.870314072754305,optimal,optimal
81,18,capacity,0.00037369999881775584,2.6100000468431972e-05,18,1,14.318007360564883,optimal,optimal
81,18,value,0.0003984000013588229,6.100000973674469e-06,18,0,65.31146520765849,optimal,optimal
81,18,volume,0.00023610000062035397,0.00023599999985890463,12,10,1.000423732040293,optimal,optimal
82,38,capacity,0.0008646999995107763,0.00010619999920891132,31,4,8.142184613483675,optimal,optimal
82,38,value,0.0007626999995409278,4.699999408330768e-06,28,0,162.27661607553372,optimal,optimal
82,38,volume,0.000500300000567222,0.0003500000002532033,22,15,1.4294285720151028,optimal,optimal
83,23,capacity,0.0005122999991726829,2.8000000384054147e-05,22,1,18.296428290923703,optimal,optimal
83,23,value,0.0005077999994682614,4.5000015234109014e-06,22,0,112.84440612441398,optimal,optimal
83,23,volume,0.00031659999876865186,0.0002327999991393881,15,10,1.3599656354770382,optimal,optimal
84,28,capacity,0.000678899999911664,6.209999992279336e-05,30,3,10.932367161927784,optimal,optimal
84,28,value,0.0006513000007544179,7.00999989931006e-05,29,3,9.291012983017593,optimal,optimal
84,28,volume,0.0004825000014534453,0.00038329999915731605,23,17,1.258805120047535,optimal,optimal
85,53,capacity,0.001506399999925634,0.00015309999980672728,53,6,9.839320717356669,optimal,optimal
85,53,value,0.0016122999986691866,8.799999704933725e-06,55,0,183.21591508295728,optimal,optimal
85,53,volume,0.0008981999999377877,0.0006462000001192791,36,26,1.389972144493954,optimal,optimal
86,58,capacity,0.0018030999999609776,0.00014030000056663994,60,6,12.851746205835102,optimal,optimal
86,58,value,0.0019303999997646315,8.19999877421651e-06,66,0,235.41466930878613,optimal,optimal
86,58,volume,0.0010366000005888054,0.0015819000000192318,41,67,0.6552879452406619,optimal,optimal
87,36,capacity,0.0009035000002768356,8.259999958681874e-05,39,4,10.93825671666245,optimal,optimal
87,36,value,0.0009597999996913131,2.2300000637187622e-05,44,1,43.04035750074126,optimal,optimal
87,36,volume,0.0004688000008172821,0.0005407999997260049,22,24,0.8668639072758849,optimal,optimal
88,35,capacity,0.000763300000471645,6.0999998822808266e-05,33,3,12.513115003311157,optimal,optimal
88,35,value,0.0007603000012750272,6.000000212225132e-06,33,0,126.71666239709447,optimal,optimal
88,35,volume,0.0004690000005211914,0.0003646000004664529,23,14,1.2863411956148485,optimal,optimal
89,34,capacity,0.0007631999997101957,4.330000047048088e-05,34,2,17.625865852599603,optimal,optimal
89,34,value,0.0007320000004256144,6.000000212225132e-06,32,0,121.99999575569154,optimal,optimal
89,34,volume,0.0004377999994176207,0.0005375000000640284,22,18,0.8145116267264536,optimal,optimal
90,45,capacity,0.0011279999998805579,2.719999974942766e-05,45,1,41.47058861293898,optimal,optimal
90,45,value,0.0011379000006854767,6.50000038149301e-06,45,0,175.0615282924196,optimal,optimal
90,45,volume,0.0007791000007273396,0.0005679000005329726,32,24,1.3718964606377115,optimal,optimal
91,33,capacity,0.0007447999996657018,2.59000007645227e-05,33,1,28.75675589500035,optimal,optimal
91,33,value,0.0007488999999623047,5.999998393235728e-06,33,0,124.81670008555315,optimal,optimal
91,33,volume,0.0004745999995066086,0.00045900000077381264,21,18,1.0339869252864846,optimal,optimal
92,30,capacity,0.0006620000003749738,5.8900001022266224e-05,30,3,11.239388605862928,optimal,optimal
92,30,value,0.0006237999987206422,4.300000000512227e-06,28,0,145.0697671270543,optimal,optimal
92,30,volume,0.0004107999993721023,0.0003448000006756047,19,14,1.1914153090695376,optimal,optimal
93,23,capacity,0.0005177000002731802,0.00011000000085914508,23,4,4.706363602088464,optimal,optimal
93,23,value,0.0005481000007421244,6.199999916134402e-06,24,0,88.40322712195385,optimal,optimal
93,23,volume,0.0002705999995669117,0.00022160000116855372,14,10,1.221119125180363,optimal,optimal
94,14,capacity,0.0002795000000332948,2.350000067963265e-05,14,1,11.8936166787236,optimal,optimal
94,14,value,0.00027740000041376334,5.800000508315861e-06,14,0,47.82758208659392,optimal,optimal
94,14,volume,0.00018459999955666717,0.00021399999968707561,10,8,0.8626168216196309,optimal,optimal
95,41,capacity,0.0010140000013052486,6.469999971159268e-05,41,3,15.672333938566682,optimal,optimal
